Et_eV,Sn_cm2,Sp_cm2,k,BG,Prediction,Actual,Predict,PredictProba
0.379045606,-16.9858164,-13.56212029,-3.423696118,1,TRUE,1,1,0.74202525
0.096450253,-13.85434075,-14.84090441,0.986563662,1,TRUE,1,1,0.970073121
-0.171355835,-13.4464285,-15.36876589,1.92233739,0,TRUE,0,0,0.727725408
0.312425259,-13.9792994,-13.78803971,-0.191259688,1,TRUE,1,1,0.887810008
-0.03103063,-14.67773075,-13.41378618,-1.263944572,0,FALSE,0,1,0.726219341
0.207512424,-15.72420647,-16.32170949,0.597503021,1,TRUE,1,1,0.999999412
0.177716426,-13.5482682,-15.79194574,2.243677545,1,TRUE,1,1,1
0.033675639,-14.72169233,-16.69502001,1.97332768,1,TRUE,1,1,0.892995887
-0.228740078,-16.5827081,-13.70580595,-2.87690215,0,TRUE,0,0,0.999999988
-0.097765961,-15.75553131,-15.96925685,0.213725542,0,TRUE,0,0,0.551073867
0.016272514,-16.6722375,-16.98574428,0.313506777,1,FALSE,1,0,0.59099677
-0.396730591,-13.49489747,-13.92729011,0.43239264,0,TRUE,0,0,0.99998952
-0.071520044,-14.15679218,-16.24834483,2.091552649,0,TRUE,0,0,0.999142344
-0.449851364,-13.14011515,-13.99924298,0.859127828,0,TRUE,0,0,0.999394785
0.037924825,-13.16682389,-14.0415927,0.874768811,1,TRUE,1,1,0.682837394
-0.103364559,-13.92743734,-13.68264812,-0.244789223,0,TRUE,0,0,0.528296731
0.172051209,-13.220816,-15.48734676,2.266530758,1,TRUE,1,1,1
-0.004606021,-13.26427555,-15.92004135,2.655765798,0,TRUE,0,0,0.738486985
0.203268829,-15.27710652,-15.2244018,-0.05270472,1,FALSE,1,0,0.637420153
-0.254528856,-13.52942068,-15.9443543,2.414933624,0,TRUE,0,0,0.999898132
0.259283633,-13.74273131,-14.35773172,0.615000402,1,TRUE,1,1,1
-0.270880067,-14.1621155,-14.63978728,0.477671774,0,TRUE,0,0,0.999987299
0.334695365,-14.99110656,-14.35763195,-0.63347462,1,TRUE,1,1,0.99997312
-0.015691349,-13.52249512,-14.7520545,1.229559382,0,TRUE,0,0,0.884334695
0.384319341,-13.52279257,-13.60315829,0.080365721,1,TRUE,1,1,0.848150067
0.078890713,-13.34599062,-13.94454097,0.598550354,1,TRUE,1,1,0.710129339
-0.102804456,-13.5497918,-16.66601145,3.116219654,0,TRUE,0,0,0.999936004
0.103552332,-16.45016604,-14.70714434,-1.743021693,1,TRUE,1,1,0.757258534
0.307933144,-16.13845374,-14.38537939,-1.753074351,1,TRUE,1,1,0.999006877
-0.026450291,-13.31492208,-15.74351101,2.428588933,0,TRUE,0,0,0.995361625
0.02292876,-16.99969705,-15.48040274,-1.519294305,1,TRUE,1,1,0.713272783
0.43656357,-15.19142933,-13.46957635,-1.721852978,1,TRUE,1,1,1
0.175622544,-14.46195341,-15.5976147,1.135661289,1,TRUE,1,1,1
-0.155685081,-15.86226916,-15.03811924,-0.824149916,0,TRUE,0,0,0.8946284
-0.235920891,-15.41323699,-13.29468427,-2.118552723,0,TRUE,0,0,0.999999977
0.087788074,-13.64510437,-14.93446416,1.289359783,1,TRUE,1,1,0.998935567
0.030364609,-13.77338867,-16.93938315,3.16599448,1,TRUE,1,1,0.989469224
-0.253500512,-15.21271123,-14.97433444,-0.238376782,0,TRUE,0,0,0.973358017
0.034417025,-13.99265928,-15.33255626,1.339896983,1,TRUE,1,1,0.615172275
-0.380040212,-13.43084126,-15.06552467,1.634683409,0,TRUE,0,0,1
-0.042885758,-14.94947924,-15.64360481,0.694125566,0,TRUE,0,0,0.678888194
0.21183662,-14.52289659,-16.62981726,2.106920672,1,TRUE,1,1,1
0.466251243,-14.9295187,-13.13178594,-1.797732755,1,TRUE,1,1,0.999959546
0.205465856,-16.79735591,-16.27898433,-0.518371586,1,FALSE,1,0,0.541420366
-0.2916141,-14.51615438,-13.74561269,-0.770541691,0,TRUE,0,0,0.999950689
0.387440239,-15.84827282,-14.08412983,-1.76414299,1,TRUE,1,1,1
0.396066535,-16.29383776,-14.31238465,-1.98145311,1,TRUE,1,1,1
-0.18725118,-13.82348937,-16.84076514,3.017275775,0,TRUE,0,0,0.999648439
0.068149319,-15.12431703,-13.34397206,-1.780344973,1,TRUE,1,1,0.800922849
0.111210423,-16.65101875,-13.10250026,-3.548518495,1,TRUE,1,1,0.766061141
-0.123460317,-14.05348336,-16.39742746,2.343944107,0,TRUE,0,0,0.999601235
0.204438376,-15.25898633,-15.20773092,-0.051255409,1,FALSE,1,0,0.6356756
-0.418108767,-13.88925205,-16.57320746,2.683955405,0,TRUE,0,0,1
0.040523111,-14.36209488,-15.31445013,0.952355253,1,FALSE,1,0,0.534416605
-0.417906735,-13.22604602,-14.10081124,0.874765224,0,TRUE,0,0,1
-0.121906199,-14.3192947,-15.66616796,1.346873268,0,TRUE,0,0,0.581935336
0.081773871,-16.72863196,-14.07150782,-2.657124138,1,TRUE,1,1,0.758487146
0.154616594,-16.91439839,-15.94545224,-0.968946155,1,TRUE,1,1,0.500398161
0.144606896,-14.00176134,-15.13274454,1.130983206,1,TRUE,1,1,1
0.216340058,-16.82950505,-15.30563713,-1.523867918,1,FALSE,1,0,0.506490737
-0.220558174,-15.15840604,-14.72160104,-0.436804995,0,TRUE,0,0,0.995994111
-0.189805647,-14.67050004,-16.77985495,2.109354908,0,TRUE,0,0,0.682637647
0.134940116,-14.49254269,-13.3608332,-1.131709488,1,TRUE,1,1,0.65022197
-0.014376241,-16.63554793,-16.6941535,0.058605575,0,TRUE,0,0,0.604644324
0.018771794,-13.35705251,-15.31687465,1.959822138,1,TRUE,1,1,0.819518991
0.270298569,-14.68897326,-14.50971047,-0.179262793,1,TRUE,1,1,0.778340128
-0.1067321,-15.53308472,-13.37795285,-2.155131867,0,TRUE,0,0,0.696117216
0.122969671,-13.78124137,-13.39001665,-0.391224727,1,FALSE,1,0,0.513441858
0.241889483,-15.64742654,-15.78546817,0.138041632,1,TRUE,1,1,0.972959715
-0.175440504,-16.20925375,-16.10736909,-0.101884653,0,FALSE,0,1,0.525827859
0.100476096,-15.41221153,-13.56504679,-1.847164739,1,TRUE,1,1,0.797391435
-0.362472362,-13.59708534,-14.56046083,0.96337549,0,TRUE,0,0,0.99999998
0.45550987,-13.7727072,-13.20296737,-0.569739828,1,TRUE,1,1,0.671428688
-0.408820129,-14.18066355,-13.22761026,-0.953053288,0,TRUE,0,0,0.989478639
-0.16632967,-15.5161672,-13.76895409,-1.747213107,0,TRUE,0,0,0.997003278
0.198709165,-14.64240398,-14.62601347,-0.016390507,1,TRUE,1,1,0.574385675
-0.226454394,-13.38953109,-15.10930516,1.719774066,0,TRUE,0,0,0.999984296
0.365925629,-14.26400559,-14.55666178,0.292656193,1,TRUE,1,1,0.999954476
-0.120114574,-13.03107583,-15.87395279,2.842876963,0,TRUE,0,0,0.999953416
0.22489062,-15.37858397,-13.06629091,-2.312293056,1,TRUE,1,1,0.728901494
0.23424499,-14.74814583,-16.43965224,1.691506414,1,TRUE,1,1,1
-0.044940925,-14.98592298,-15.43727042,0.451347439,0,TRUE,0,0,0.629355391
-0.080690638,-14.23840519,-16.16802075,1.929615561,0,TRUE,0,0,0.998359509
-0.001539755,-15.19874422,-15.25020352,0.051459304,0,TRUE,0,0,0.558410789
0.213505066,-15.27127482,-15.56732267,0.296047844,1,TRUE,1,1,0.999097389
-0.374645259,-14.42019013,-13.21417054,-1.206019589,0,TRUE,0,0,0.999661469
0.121494945,-15.96273645,-13.04453105,-2.918205396,1,TRUE,1,1,0.80310136
0.254889727,-16.39375452,-13.63237032,-2.761384202,1,TRUE,1,1,0.700075717
-0.123334628,-16.78036211,-14.15069041,-2.629671703,0,TRUE,0,0,0.856477247
0.278092909,-16.2012079,-15.52431877,-0.676889133,1,TRUE,1,1,0.999821023
0.202726574,-16.44734687,-13.76791917,-2.679427698,1,TRUE,1,1,0.757146816
-0.134831281,-13.73248782,-15.82586733,2.09337951,0,TRUE,0,0,0.997471355
-0.066348018,-13.16021428,-14.37983657,1.219622295,0,TRUE,0,0,0.958079852
-0.104751864,-15.28831251,-14.7230113,-0.565301217,0,FALSE,0,1,0.50130027
0.372126735,-16.22176436,-14.39903844,-1.822725918,1,TRUE,1,1,1
-0.204338463,-16.41818707,-13.03237363,-3.385813443,0,TRUE,0,0,0.999996875
0.391887753,-13.583228,-14.25645949,0.673231489,1,TRUE,1,1,1
0.286946057,-14.1495169,-14.85777433,0.708257434,1,TRUE,1,1,1
-0.190109477,-14.6921143,-16.52552521,1.833410904,0,TRUE,0,0,0.797653306
0.407386946,-14.76480584,-14.34181249,-0.422993349,1,TRUE,1,1,0.999646809
-0.020329697,-15.64559425,-16.68350788,1.037913622,0,TRUE,0,0,0.708410543
-0.240874747,-14.09490989,-15.11873751,1.023827626,0,TRUE,0,0,0.999999925
-0.239835005,-16.06473229,-16.06891234,0.004180051,0,FALSE,0,1,0.506016549
0.016955572,-13.08757647,-14.93529189,1.847715421,1,TRUE,1,1,0.768624475
-0.313069808,-14.31525003,-13.59476026,-0.720489763,0,TRUE,0,0,0.999994399
-0.02126489,-14.35960267,-15.57959823,1.21999556,0,TRUE,0,0,0.839402106
0.30691584,-15.2439112,-14.09313645,-1.150774748,1,TRUE,1,1,1
-0.243664568,-13.02471511,-15.29176789,2.267052781,0,TRUE,0,0,0.999953368
-0.167794115,-14.81576763,-15.85341592,1.037648287,0,TRUE,0,0,0.75287794
-0.188765193,-15.95602009,-15.22622463,-0.729795459,0,TRUE,0,0,0.996368351
-0.286147171,-15.2903548,-13.09394642,-2.196408378,0,TRUE,0,0,0.999998583
-0.105758061,-13.90831346,-13.48135939,-0.426954073,0,TRUE,0,0,0.518533446
-0.382624339,-14.50314989,-14.25568749,-0.247462398,0,TRUE,0,0,0.889033269
0.265397556,-13.06820524,-14.30709061,1.238885369,1,TRUE,1,1,1
-0.141164292,-15.22300079,-15.73643443,0.51343364,0,TRUE,0,0,0.559832009
0.128285779,-15.30606661,-14.05948621,-1.246580396,1,TRUE,1,1,0.715912337
-0.248561863,-14.71346077,-14.06218461,-0.651276163,0,TRUE,0,0,0.999711837
-0.413194754,-13.80318621,-13.45214406,-0.351042158,0,TRUE,0,0,0.863514952
0.338191714,-15.32829645,-15.0893523,-0.238944149,1,TRUE,1,1,0.972482564
0.246327874,-13.87057654,-13.60992989,-0.260646656,1,TRUE,1,1,0.875840713
0.180867549,-15.24756753,-13.64200672,-1.605560805,1,TRUE,1,1,0.672506465
0.042036855,-14.24274443,-14.6788827,0.436138278,1,FALSE,1,0,0.595669234
0.292488236,-16.66821863,-13.38113717,-3.287081459,1,TRUE,1,1,0.693739766
0.096831282,-14.59484748,-13.70144541,-0.893402066,1,TRUE,1,1,0.674454788
0.148819364,-15.78192017,-16.91102647,1.129106309,1,TRUE,1,1,0.999999995
0.349375632,-16.20865078,-14.6104951,-1.598155678,1,TRUE,1,1,1
-0.167123607,-13.88044274,-14.17526769,0.294824953,0,TRUE,0,0,0.674408474
0.298720956,-15.72124741,-14.87726334,-0.843984065,1,TRUE,1,1,0.999999869
0.319326537,-14.211953,-15.27504929,1.063096289,1,TRUE,1,1,1
-0.12218071,-16.0773524,-13.86098842,-2.216363977,0,TRUE,0,0,0.836587771
-0.142576306,-16.81152119,-13.58968056,-3.221840632,0,TRUE,0,0,0.948381713
-0.276951808,-14.73484223,-13.60623599,-1.128606238,0,TRUE,0,0,0.999999239
-0.100371347,-16.52736788,-16.92513332,0.39776544,0,TRUE,0,0,0.530431753
0.142684682,-13.85101819,-15.41172925,1.560711066,1,TRUE,1,1,1
0.105728567,-15.07892598,-15.90923224,0.830306259,1,TRUE,1,1,0.89395173
-0.018975537,-15.92055653,-15.02968338,-0.890873148,0,FALSE,0,1,0.691668052
-0.113993134,-14.79175545,-14.24366815,-0.548087301,0,FALSE,0,1,0.510425359
-0.294443061,-15.32088403,-14.41797545,-0.902908582,0,TRUE,0,0,0.999979708
0.366436724,-13.78765732,-13.22000707,-0.567650257,1,TRUE,1,1,0.999956426
0.126755406,-13.47297452,-15.08435685,1.611382328,1,TRUE,1,1,1
-0.064350263,-15.70315872,-14.39925822,-1.303900506,0,FALSE,0,1,0.618638176
0.053610703,-13.00347243,-14.67291624,1.669443809,1,TRUE,1,1,0.995332703
0.021878883,-16.42023738,-13.3954648,-3.024772575,1,TRUE,1,1,0.767223797
-0.015828631,-14.64532308,-13.58943439,-1.055888691,0,FALSE,0,1,0.728936648
0.251603292,-15.6735965,-16.15089936,0.477302855,1,TRUE,1,1,0.999948794
0.191329331,-14.8205327,-13.09198266,-1.728550042,1,TRUE,1,1,0.615378323
0.3466981,-15.94898316,-14.46713949,-1.481843667,1,TRUE,1,1,1
-0.390403181,-13.25178981,-16.14200728,2.890217464,0,TRUE,0,0,1
0.150334489,-16.79961911,-14.38171623,-2.417902881,1,TRUE,1,1,0.747146968
-0.235983124,-15.45392106,-14.59168452,-0.862236543,0,TRUE,0,0,0.999996844
-0.139836395,-14.49599526,-15.73412996,1.238134699,0,TRUE,0,0,0.576978997
0.338468261,-16.14746546,-13.84051671,-2.306948745,1,TRUE,1,1,0.997143666
-0.432868237,-13.92571711,-13.05634155,-0.869375565,0,TRUE,0,0,0.732889172
0.233158765,-14.50540579,-14.29574566,-0.209660137,1,TRUE,1,1,0.970888284
0.206292904,-15.61922163,-15.3367259,-0.282495728,1,TRUE,1,1,0.52706508
-0.039314599,-15.40637722,-13.05412694,-2.352250286,0,FALSE,0,1,0.744510317
0.254735327,-14.10532207,-13.72877177,-0.376550301,1,TRUE,1,1,0.990608499
0.168973923,-16.43849717,-14.26353606,-2.174961113,1,TRUE,1,1,0.750229564
0.501638698,-16.04875763,-13.20008648,-2.848671146,1,TRUE,1,1,1
0.198091456,-16.86016589,-15.47980629,-1.380359597,1,FALSE,1,0,0.508161872
-0.086695874,-13.24425158,-16.4162294,3.171977822,0,TRUE,0,0,0.99993642
-0.234793739,-16.29337873,-16.41199465,0.118615927,0,TRUE,0,0,0.785160809
0.32386988,-15.12731581,-15.21057465,0.083258846,1,TRUE,1,1,0.92937443
0.371980231,-14.09327355,-13.94277506,-0.150498492,1,TRUE,1,1,0.918035866
-0.187360756,-14.99152404,-16.19610022,1.204576177,0,TRUE,0,0,0.928682053
-0.428966197,-13.48282373,-15.94916308,2.466339343,0,TRUE,0,0,1
0.10660181,-16.58953054,-15.6831122,-0.906418338,1,TRUE,1,1,0.604136329
0.018445669,-16.30482209,-16.01774845,-0.287073645,1,FALSE,1,0,0.522255469
0.01450083,-14.19091218,-13.50136685,-0.689545329,1,TRUE,1,1,0.664512621
0.130078486,-15.2725529,-16.79142905,1.518876147,1,TRUE,1,1,1
-0.006872589,-14.30131373,-13.32033895,-0.980974778,0,FALSE,0,1,0.733606677
-0.415260837,-14.40008365,-14.21720351,-0.182880134,0,TRUE,0,0,0.611884157
0.114256196,-14.7905837,-15.75288649,0.962302799,1,TRUE,1,1,0.992473723
0.215551477,-16.06883042,-14.71836984,-1.350460575,1,TRUE,1,1,0.516201354
-0.127138065,-14.88537602,-13.97301196,-0.912364063,0,TRUE,0,0,0.681420992
0.2289343,-13.28859852,-15.70664332,2.4180448,1,TRUE,1,1,1
-0.269141665,-13.72128415,-16.82347909,3.102194934,0,TRUE,0,0,0.932828295
-0.049841923,-16.43140304,-16.2768645,-0.154538537,0,TRUE,0,0,0.559624701
0.422379422,-13.1490924,-13.3130737,0.1639813,1,TRUE,1,1,0.801363306
-0.062460696,-14.08736839,-15.97353582,1.886167435,0,TRUE,0,0,0.998081489
0.027537817,-15.1726944,-13.53610192,-1.636592482,1,TRUE,1,1,0.790341036
0.187043334,-16.1986457,-15.11167601,-1.08696969,1,FALSE,1,0,0.504292335
-0.078953402,-16.79647999,-16.90737989,0.110899899,0,TRUE,0,0,0.585189456
0.331918935,-14.69725723,-13.00214067,-1.695116555,1,TRUE,1,1,1
0.234412864,-13.84238608,-14.80973865,0.967352571,1,TRUE,1,1,1
0.399568862,-13.6687314,-14.40766139,0.738929996,1,TRUE,1,1,0.999999671
0.239194349,-13.60415047,-14.71365718,1.109506713,1,TRUE,1,1,1
0.39021549,-14.45831469,-13.49441928,-0.963895413,1,TRUE,1,1,0.999999984
-0.120076478,-16.22897092,-16.77521695,0.54624603,0,TRUE,0,0,0.521784888
