Name,Et_eV,Sn_cm2,Sp_cm2,k,BG,Actual,Predict
D-250363,0.078429163,-13.37307917,-13.07892843,-0.294150732,1,0.078429163,0.063699365
D-357217,0.19821575,-14.17157398,-13.01105592,-1.160518066,1,0.19821575,0.188131392
D-275966,0.334024798,-16.13990835,-13.58587377,-2.554034573,1,0.334024798,0.336915662
D-421049,0.162859248,-16.64962328,-15.21055671,-1.439066574,1,0.162859248,0.154637914
D-101033,0.084676696,-14.71455524,-15.20545651,0.490901262,1,0.084676696,0.08222445
D-474576,0.304956386,-16.36917655,-13.14431399,-3.224862559,1,0.304956386,0.272871032
D-280632,0.292133161,-15.31182434,-14.66744219,-0.644382144,1,0.292133161,0.289277532
D-215307,0.254555063,-14.18429255,-13.47523554,-0.709057009,1,0.254555063,0.255275403
D-321174,0.272659181,-16.87859308,-14.36168934,-2.516903746,1,0.272659181,0.289905867
D-071405,0.290587211,-14.2897568,-14.50151041,0.211753609,1,0.290587211,0.290106799
D-255005,0.275800659,-15.91703302,-13.42688266,-2.490150352,1,0.275800659,0.274113048
D-174738,0.283748467,-16.32464671,-15.01535928,-1.30928743,1,0.283748467,0.282213458
D-474144,0.251474984,-14.45841368,-13.29915882,-1.159254856,1,0.251474984,0.249566928
D-350171,0.087338394,-13.56631253,-13.10078977,-0.465522765,1,0.087338394,0.070984504
D-149087,0.315396609,-16.897366,-15.3899778,-1.50738821,1,0.315396609,0.314447827
D-193058,0.486926134,-15.68983348,-13.11780138,-2.572032095,1,0.486926134,0.483661744
D-083630,0.133193781,-13.03545563,-14.64001745,1.604561819,1,0.133193781,0.133283948
D-068014,0.147929354,-14.82969344,-13.30562493,-1.524068506,1,0.147929354,0.135329372
D-015194,0.101955624,-13.1873634,-15.50433293,2.316969534,1,0.101955624,0.102288661
D-469509,0.289467358,-15.9322221,-13.84907427,-2.08314783,1,0.289467358,0.297631219
D-272615,0.003462873,-15.18464841,-16.29123659,1.106588184,1,0.003462873,0.01276177
D-160728,0.182903461,-15.2463509,-16.23489328,0.988542376,1,0.182903461,0.184522976
D-279424,0.293740515,-16.51041374,-13.13825541,-3.372158328,1,0.293740515,0.224584511
D-072205,0.365809256,-16.8646338,-13.86817174,-2.996462056,1,0.365809256,0.353256304
D-025745,0.049202131,-14.12754644,-16.25841752,2.130871079,1,0.049202131,0.049291159
D-170562,0.237513104,-14.44736791,-13.91491724,-0.532450677,1,0.237513104,0.239436017
D-104108,0.402834698,-13.86706996,-14.2152725,0.348202548,1,0.402834698,0.40266443
D-152829,0.238460487,-16.09669998,-16.0594187,-0.037281288,1,0.238460487,0.237552039
D-394781,0.183702416,-14.97164978,-14.30370672,-0.667943059,1,0.183702416,0.185823245
D-461179,0.223958482,-13.24063807,-15.02755674,1.786918672,1,0.223958482,0.224193515
D-411406,0.232932318,-13.12490037,-14.40032728,1.275426909,1,0.232932318,0.232038522
D-411371,0.065156466,-15.75882771,-13.74997971,-2.008847994,1,0.065156466,0.094269523
D-348420,0.249644174,-16.63540296,-14.04410645,-2.591296508,1,0.249644174,0.256795446
D-076000,0.014670718,-15.21261478,-15.42537652,0.212761737,1,0.014670718,0.031157173
D-116612,0.034001461,-13.94678192,-14.0378525,0.091070577,1,0.034001461,0.031508047
D-486677,0.223361263,-13.03517663,-14.67354358,1.63836696,1,0.223361263,0.223806384
D-079025,0.20663167,-15.54219626,-14.81616988,-0.726026382,1,0.20663167,0.206352551
D-109441,0.026638087,-16.24998258,-13.35507688,-2.894905699,1,0.026638087,0.077347368
D-283325,0.124591952,-15.19576067,-14.26203409,-0.933726583,1,0.124591952,0.100071902
D-267454,0.128612972,-14.44118355,-16.91301933,2.471835779,1,0.128612972,0.129051225
D-018329,0.133397953,-16.63076761,-16.80345256,0.172684945,1,0.133397953,0.132660287
D-044533,0.089396812,-16.90405564,-13.59859361,-3.305462029,1,0.089396812,0.15620087
D-346718,0.299732037,-16.91940749,-13.2723095,-3.647097995,1,0.299732037,0.24399404
D-308582,0.15719531,-13.38478655,-14.67109423,1.286307684,1,0.15719531,0.156696222
D-469501,0.30204154,-14.40287435,-13.29367598,-1.109198376,1,0.30204154,0.299891249
D-059003,0.101875202,-13.77556837,-14.16076649,0.385198115,1,0.101875202,0.100996127
D-288465,0.276763835,-15.83606397,-13.80523214,-2.030831835,1,0.276763835,0.293065647
D-277230,0.137173413,-16.39901062,-13.12062896,-3.278381666,1,0.137173413,0.080716362
D-119498,0.231214155,-14.85770152,-15.55729636,0.69959484,1,0.231214155,0.231069561
D-477743,0.345940189,-16.04007452,-13.64079501,-2.399279508,1,0.345940189,0.348303185
D-192673,0.375673364,-14.40095919,-14.06998597,-0.330973217,1,0.375673364,0.376730985
D-021558,0.287358342,-13.74342954,-14.33862599,0.595196449,1,0.287358342,0.287292284
D-395809,0.082740433,-14.2328928,-13.1342385,-1.098654304,1,0.082740433,0.063049027
D-103326,0.035935303,-14.64372551,-14.01317655,-0.630548951,1,0.035935303,0.051723312
D-412333,0.014744834,-15.94104183,-15.35881861,-0.582223224,1,0.014744834,0.042011248
D-039594,0.301233246,-14.23795317,-14.26682059,0.028867425,1,0.301233246,0.302832478
D-326858,0.206831267,-14.41243508,-15.69352497,1.281089894,1,0.206831267,0.207165313
D-147855,0.102894315,-14.76132443,-14.94414292,0.182818493,1,0.102894315,0.099712017
D-351878,0.064157196,-16.44061576,-13.55232204,-2.888293727,1,0.064157196,0.167713675
D-043111,0.214034394,-13.73850874,-13.79055291,0.052044171,1,0.214034394,0.213702558
D-001255,0.087904524,-16.78355323,-15.79910136,-0.984451872,1,0.087904524,0.073827487
D-004919,0.040344127,-14.70556221,-13.05129184,-1.654270366,1,0.040344127,0.087536547
D-402952,0.147201172,-15.13393144,-14.83281503,-0.301116414,1,0.147201172,0.147178891
D-078395,0.027222692,-13.29443355,-16.18014249,2.885708933,1,0.027222692,0.02660281
D-063772,0.340693368,-14.42603683,-14.41571562,-0.010321218,1,0.340693368,0.340871281
D-469147,0.01880623,-15.23873035,-16.31180756,1.073077206,1,0.01880623,0.017896749
D-218920,0.166871749,-16.01268408,-15.59464004,-0.418044046,1,0.166871749,0.165206997
D-383276,0.370562418,-14.09791991,-13.92977806,-0.168141854,1,0.370562418,0.369586289
D-244867,0.398344158,-16.82336439,-14.13593532,-2.687429075,1,0.398344158,0.399351751
D-291111,0.014909906,-16.55862565,-14.02283659,-2.535789062,1,0.014909906,0.106455714
D-077224,0.024753576,-13.04471926,-16.30453161,3.259812348,1,0.024753576,0.023971092
D-095777,0.171207828,-14.6741826,-15.6657936,0.991610999,1,0.171207828,0.171190984
D-078809,0.357349769,-16.54684878,-13.05481816,-3.492030622,1,0.357349769,0.317030125
D-409236,0.149344611,-13.18468116,-13.79458406,0.609902894,1,0.149344611,0.150172624
D-386492,0.018369305,-16.61440041,-15.44750343,-1.166896981,1,0.018369305,0.069190843
D-479884,0.079240476,-13.62013714,-15.96906798,2.348930836,1,0.079240476,0.078599465
D-433555,0.337111491,-14.44689263,-14.37370551,-0.07318712,1,0.337111491,0.33778891
D-369762,0.043784357,-16.4272814,-13.9236034,-2.503677994,1,0.043784357,0.13063838
D-233087,0.198280245,-13.94217999,-13.82629143,-0.115888555,1,0.198280245,0.197683935
D-405077,0.098284353,-13.458783,-13.73416655,0.275383555,1,0.098284353,0.094471612
D-298626,0.276342472,-15.87387776,-15.54486979,-0.329007964,1,0.276342472,0.275931086
D-179088,0.249580521,-14.2680846,-15.67852607,1.410441466,1,0.249580521,0.250494683
D-086449,0.228857631,-14.26771555,-14.52292144,0.255205884,1,0.228857631,0.227695395
D-264415,0.384273561,-13.53659476,-13.95174968,0.415154919,1,0.384273561,0.385309558
D-264699,0.24038962,-13.58107492,-15.21840872,1.637333798,1,0.24038962,0.240813907
D-249465,0.073604437,-13.13780583,-15.83854286,2.700737023,1,0.073604437,0.073027862
D-060822,0.053247384,-13.06729895,-14.09213685,1.024837895,1,0.053247384,0.048777527
D-273789,0.36085639,-14.57678647,-14.03723027,-0.539556198,1,0.36085639,0.361008106
D-254040,0.147889271,-16.25476922,-14.69115193,-1.563617292,1,0.147889271,0.119948901
D-415564,0.096030027,-16.45155364,-13.80870053,-2.642853101,1,0.096030027,0.074068439
D-055539,0.244325073,-13.24473051,-13.60661115,0.36188064,1,0.244325073,0.244579959
D-218890,0.024830275,-13.54695196,-16.86183569,3.314883727,1,0.024830275,0.024751615
D-163912,0.119782031,-13.05694201,-14.7126468,1.655704784,1,0.119782031,0.119270843
D-210812,0.177241382,-15.91883893,-16.65315946,0.73432053,1,0.177241382,0.176529549
D-181655,0.069336027,-14.7703203,-14.50146338,-0.268856923,1,0.069336027,0.044443334
D-180924,0.211663588,-15.72441084,-16.58316158,0.858750741,1,0.211663588,0.211624026
D-471072,0.054519311,-13.40502589,-13.82020906,0.415183176,1,0.054519311,0.05090049
D-476128,0.0807363,-16.82864583,-15.77393291,-1.054712926,1,0.0807363,0.072418466
D-274265,0.061931402,-14.89833563,-15.26167314,0.363337509,1,0.061931402,0.058015679
D-282845,0.232337827,-13.50339125,-14.91738677,1.413995519,1,0.232337827,0.231270002
D-021817,0.189546006,-14.17644466,-13.81026277,-0.366181881,1,0.189546006,0.191810924
D-118373,0.368565758,-15.2892833,-14.08946521,-1.199818091,1,0.368565758,0.366780372
D-312678,0.053379553,-16.42074435,-13.01148782,-3.409256522,1,0.053379553,0.128709518
D-277982,0.197783132,-14.14219245,-15.68693279,1.544740341,1,0.197783132,0.198569863
D-031028,0.037982645,-13.60302209,-16.85622449,3.253202408,1,0.037982645,0.037544009
D-051650,0.476171043,-13.34414773,-13.21344938,-0.130698351,1,0.476171043,0.476381173
D-287614,0.002829912,-13.26422953,-14.22029513,0.956065605,1,0.002829912,0.020526689
D-263586,0.289753629,-16.63080899,-14.71391006,-1.916898926,1,0.289753629,0.313846728
D-111883,0.232827166,-16.92337028,-13.18685037,-3.736519918,1,0.232827166,0.129484942
D-470686,0.059170719,-16.83995235,-16.06452478,-0.775427577,1,0.059170719,0.059836025
D-233491,0.270206193,-15.05990327,-13.6197876,-1.440115669,1,0.270206193,0.273444649
D-131551,0.130739688,-15.40320457,-13.38624977,-2.0169548,1,0.130739688,0.105962126
D-450318,0.235755937,-13.45827754,-14.00953465,0.551257109,1,0.235755937,0.235361187
D-368408,0.414044101,-16.67188744,-14.15325852,-2.51862892,1,0.414044101,0.414278832
D-334678,0.18411217,-14.01134999,-13.01824887,-0.993101119,1,0.18411217,0.165361875
D-167805,0.248185968,-16.19838312,-14.10985521,-2.08852791,1,0.248185968,0.264014531
D-266735,0.13758706,-14.4408909,-15.82850116,1.38761026,1,0.13758706,0.137784435
D-347538,0.042523871,-15.92076399,-13.12793903,-2.792824965,1,0.042523871,0.085479132
D-358231,0.217515907,-13.29163747,-16.29778173,3.00614426,1,0.217515907,0.217805791
D-123219,0.122156949,-16.5929671,-14.87592048,-1.717046613,1,0.122156949,0.087198431
D-473891,0.18916167,-13.80822548,-14.67692313,0.868697652,1,0.18916167,0.190175082
D-380611,0.28698722,-16.61046137,-13.86592356,-2.74453781,1,0.28698722,0.295620108
D-456342,0.169592658,-15.77678594,-14.97979265,-0.796993281,1,0.169592658,0.170095014
D-360411,0.096897287,-16.00396611,-15.89595247,-0.108013643,1,0.096897287,0.092074661
D-176035,0.066235984,-13.98299834,-15.21208989,1.229091548,1,0.066235984,0.065002583
D-167274,0.022756916,-16.14846898,-16.88357643,0.735107448,1,0.022756916,0.027419418
D-031009,0.277215267,-15.77581725,-13.94174994,-1.83406731,1,0.277215267,0.279542699
D-144382,0.314149454,-15.11815262,-13.94130399,-1.176848623,1,0.314149454,0.314214592
D-110496,0.069010186,-14.58570864,-14.59233205,0.006623412,1,0.069010186,0.065527403
D-418496,0.06082676,-15.55325022,-13.70775322,-1.845497001,1,0.06082676,0.052564365
D-072128,0.104017144,-14.88648837,-15.15489646,0.268408088,1,0.104017144,0.104226126
D-369337,0.21163402,-15.46043314,-13.66637864,-1.794054504,1,0.21163402,0.211371525
D-291601,0.015134988,-16.65410263,-13.57824309,-3.07585954,1,0.015134988,0.158512044
D-239366,0.151072601,-16.39803161,-13.34120917,-3.056822437,1,0.151072601,0.13324808
D-009932,0.357089862,-16.09851778,-13.53796898,-2.560548808,1,0.357089862,0.345939064
D-078483,0.350888039,-13.89117478,-14.8416626,0.950487815,1,0.350888039,0.350018435
D-399345,0.126638845,-16.62114095,-14.43583499,-2.185305954,1,0.126638845,0.087437752
D-021441,0.018742462,-14.99071251,-14.77786819,-0.212844317,1,0.018742462,0.030254657
D-284885,0.297267764,-14.47795395,-15.13554823,0.657594286,1,0.297267764,0.296910541
D-166259,0.318234065,-13.63300461,-15.39280038,1.759795775,1,0.318234065,0.318122316
D-157503,0.155785876,-16.2013933,-14.96039714,-1.240996159,1,0.155785876,0.154230852
D-137316,0.22989765,-13.55588665,-16.6559576,3.100070953,1,0.22989765,0.229738976
D-014529,0.240280811,-16.5347773,-13.21768782,-3.317089483,1,0.240280811,0.090723284
D-097976,0.089129842,-16.8231569,-14.54132131,-2.281835596,1,0.089129842,0.078794517
D-299843,0.243836808,-16.36531139,-14.41348227,-1.951829128,1,0.243836808,0.251071498
D-293747,0.060074054,-14.00975497,-13.06718144,-0.942573526,1,0.060074054,0.046564671
D-144978,0.159308356,-14.76356585,-16.62769279,1.864126942,1,0.159308356,0.159584058
D-255188,0.072129901,-14.25114636,-13.75775371,-0.493392652,1,0.072129901,0.063424862
D-075345,0.266910008,-14.77527734,-14.62510396,-0.150173378,1,0.266910008,0.266907783
D-365126,0.215977782,-15.51397257,-16.45597914,0.942006569,1,0.215977782,0.215550101
D-044608,0.164357607,-16.23890343,-13.92880975,-2.310093684,1,0.164357607,0.086325619
D-130630,0.209362316,-16.98296542,-13.34313421,-3.639831207,1,0.209362316,0.138650532
D-067012,0.178235922,-15.02625544,-13.8300775,-1.196177938,1,0.178235922,0.180056936
D-262025,0.148003232,-16.74265783,-16.72280513,-0.019852692,1,0.148003232,0.145295933
D-372094,0.164296232,-14.11715573,-16.49553718,2.378381447,1,0.164296232,0.16417972
D-163979,0.064372226,-14.18306995,-13.95370384,-0.229366109,1,0.064372226,0.055660205
D-173851,0.2605507,-14.85230413,-16.02807083,1.175766701,1,0.2605507,0.260293292
D-342189,0.228376013,-13.15380617,-13.28551019,0.131704028,1,0.228376013,0.236450479
D-196310,0.173173734,-16.55796529,-14.33691102,-2.221054271,1,0.173173734,0.121621899
D-205056,0.19432782,-16.5980587,-16.54181322,-0.056245474,1,0.19432782,0.199231409
D-362648,0.097285257,-13.31830772,-13.62129241,0.302984693,1,0.097285257,0.098292754
D-410502,0.495398026,-14.77674449,-13.26347828,-1.513266208,1,0.495398026,0.495695874
D-019440,0.035340758,-14.42126372,-13.55771082,-0.863552892,1,0.035340758,0.041998393
D-161083,0.251116651,-15.2019001,-15.53239562,0.330495521,1,0.251116651,0.249265208
D-479261,0.293847373,-13.98673731,-13.61248833,-0.374248975,1,0.293847373,0.292559966
D-451634,0.204053477,-16.89795918,-16.41081214,-0.487147042,1,0.204053477,0.201329408
D-172247,0.132375476,-13.69747175,-14.01167244,0.314200696,1,0.132375476,0.131945
D-214197,0.170554713,-13.59620993,-13.64686282,0.050652893,1,0.170554713,0.169864831
D-452125,0.026445565,-16.2524641,-13.23421552,-3.018248582,1,0.026445565,0.154675416
D-488324,0.327663343,-14.41200675,-15.08959471,0.677587963,1,0.327663343,0.32724688
D-042021,0.117022241,-13.92167543,-15.01530043,1.093625002,1,0.117022241,0.117433829
D-435245,0.038927796,-14.77226299,-13.59250884,-1.17975415,1,0.038927796,0.069082593
D-470073,0.221397314,-15.82765424,-16.33698167,0.509327438,1,0.221397314,0.218923259
D-011319,0.012027841,-14.81006904,-15.00034903,0.190279991,1,0.012027841,0.017803943
D-082461,0.352342417,-15.19782179,-14.35356714,-0.844254644,1,0.352342417,0.351765759
D-316599,0.199141667,-13.33451527,-15.28980162,1.955286351,1,0.199141667,0.19965263
D-058742,0.085892781,-16.10188842,-16.80672285,0.704834427,1,0.085892781,0.084208359
D-292243,0.429741756,-16.12073936,-13.55442087,-2.566318484,1,0.429741756,0.429204694
D-331214,0.287682678,-14.20929148,-14.89375498,0.684463501,1,0.287682678,0.286688677
D-224799,0.371748521,-15.84263864,-14.03731363,-1.805325015,1,0.371748521,0.370478138
D-303451,0.15174184,-16.66533179,-15.97696156,-0.688370224,1,0.15174184,0.141624458
D-379268,0.168124285,-14.97797989,-14.98370801,0.005728122,1,0.168124285,0.167561703
D-220895,0.071717204,-15.72411248,-14.48040059,-1.243711894,1,0.071717204,0.059719011
D-334237,0.102535167,-16.97825936,-15.32037775,-1.657881611,1,0.102535167,0.065513577
D-429249,0.238493375,-16.75895547,-16.36302981,-0.395925654,1,0.238493375,0.239467752
D-223152,0.367323079,-15.16361082,-14.90787053,-0.255740289,1,0.367323079,0.367206205
D-296069,0.30535336,-14.67354624,-14.42109381,-0.252452432,1,0.30535336,0.306094738
D-251983,0.066358838,-14.17246183,-16.85783515,2.685373315,1,0.066358838,0.06646966
D-188617,0.237827056,-16.85703571,-15.00602868,-1.851007039,1,0.237827056,0.25175317
D-159660,0.097925782,-13.95911482,-16.97708205,3.017967228,1,0.097925782,0.099351312
D-088317,0.230473306,-13.90039574,-15.11215004,1.211754298,1,0.230473306,0.230790332
D-213570,0.146740899,-13.14344424,-14.52863157,1.385187322,1,0.146740899,0.146740719
D-231190,0.172599014,-14.268414,-13.51399125,-0.754422751,1,0.172599014,0.175354311
D-452276,0.135422081,-14.24755366,-16.47055794,2.223004275,1,0.135422081,0.135560198
D-053825,0.151843659,-16.49680161,-15.99226017,-0.50454144,1,0.151843659,0.141937139
D-316780,0.043582107,-13.94914267,-14.2718341,0.322691436,1,0.043582107,0.041378362
D-083956,0.123370118,-15.846921,-15.60480373,-0.24211727,1,0.123370118,0.11837296
D-308474,0.020084071,-15.32982489,-14.80640849,-0.523416397,1,0.020084071,0.042412406
D-489709,0.395370773,-15.0293132,-13.54190195,-1.487411244,1,0.395370773,0.395185771
D-031548,0.28811135,-16.81097045,-13.70664733,-3.104323121,1,0.28811135,0.2731676
D-048774,0.111617509,-16.0612516,-13.52006544,-2.541186161,1,0.111617509,0.089350396
D-005145,0.284138679,-16.11574588,-13.14159156,-2.974154321,1,0.284138679,0.24394897
D-312370,0.019084705,-13.98030119,-15.45269648,1.472395292,1,0.019084705,0.019390752
D-472755,0.187176947,-13.02915874,-16.46779586,3.438637114,1,0.187176947,0.188266726
D-148719,0.134949388,-15.596757,-13.12117914,-2.475577858,1,0.134949388,0.129239435
D-178646,0.086468485,-15.37188588,-16.49931317,1.127427284,1,0.086468485,0.086224494
D-216905,0.19069409,-13.28931907,-15.9984411,2.709122022,1,0.19069409,0.191600815
D-019616,0.019668483,-14.34576458,-13.93016711,-0.415597465,1,0.019668483,0.042081284
D-436860,0.410291958,-16.51086236,-14.05176845,-2.459093913,1,0.410291958,0.408147603
D-151876,0.211113126,-15.70536069,-15.63614883,-0.069211861,1,0.211113126,0.211906813
D-080019,0.077321251,-15.28189535,-13.81352543,-1.468369922,1,0.077321251,0.047842836
D-483831,0.135456625,-14.95744049,-16.20540688,1.247966395,1,0.135456625,0.135592027
D-428994,0.203770671,-14.31047135,-13.81573635,-0.494734997,1,0.203770671,0.205698507
D-007461,0.028145805,-15.05223081,-13.18276758,-1.869463231,1,0.028145805,0.090550573
D-188286,0.198430173,-16.69474952,-14.46300936,-2.231740154,1,0.198430173,0.162361815
D-018187,0.297102578,-13.56710863,-15.34121033,1.774101703,1,0.297102578,0.297225783
D-202313,0.404052946,-14.73055273,-13.63791073,-1.092642001,1,0.404052946,0.404135254
D-362532,0.193220296,-14.32156232,-14.50114879,0.179586471,1,0.193220296,0.193443837
D-411175,0.318071298,-14.39964025,-13.64219193,-0.757448327,1,0.318071298,0.320943284
D-375588,0.249913894,-14.57125864,-14.60218386,0.030925214,1,0.249913894,0.2517677
D-480990,0.002160429,-15.78072163,-14.69550882,-1.085212811,1,0.002160429,0.059980948
D-345672,0.413002221,-16.83778474,-13.99840759,-2.839377157,1,0.413002221,0.417934364
D-035798,0.190069247,-16.64312911,-14.5548848,-2.088244311,1,0.190069247,0.167936015
D-492625,0.16863,-13.06286097,-15.37841795,2.315556988,1,0.16863,0.168414363
D-204421,0.336898597,-14.87129522,-15.09194675,0.220651533,1,0.336898597,0.337424261
D-105273,0.013128611,-14.18089627,-16.72902331,2.548127045,1,0.013128611,0.013249735
D-283128,0.205867441,-13.10462842,-14.95922305,1.854594634,1,0.205867441,0.206090482
D-033487,0.185763251,-16.4674851,-13.48955158,-2.977933525,1,0.185763251,0.112691334
D-100079,0.040154787,-16.07082337,-14.24682265,-1.824000719,1,0.040154787,0.075660716
D-448408,0.286745121,-15.37220021,-13.8192187,-1.552981509,1,0.286745121,0.289672641
D-138182,0.131760074,-15.79821227,-15.24741535,-0.550796919,1,0.131760074,0.13099619
D-370925,0.430060189,-13.72699343,-13.92965341,0.202659982,1,0.430060189,0.429504194
D-063905,0.068597864,-15.2105215,-16.9381318,1.727610304,1,0.068597864,0.069098898
D-235690,0.220322895,-15.51671826,-14.0242252,-1.492493065,1,0.220322895,0.227972031
D-246934,0.012176403,-14.12889491,-14.49104307,0.362148158,1,0.012176403,0.023536697
D-255300,0.14445606,-16.41563682,-16.03153437,-0.38410245,1,0.14445606,0.139483182
D-467345,0.219845013,-16.95036216,-16.39901381,-0.551348343,1,0.219845013,0.216313346
D-431751,0.026141149,-13.80873616,-16.2060461,2.397309947,1,0.026141149,0.025980743
D-225333,0.08093662,-13.27946887,-14.10304094,0.823572063,1,0.08093662,0.083183384
D-128850,0.138774378,-14.46849706,-16.03690111,1.568404049,1,0.138774378,0.138936783
D-006941,0.119701021,-13.21141938,-16.27828505,3.066865672,1,0.119701021,0.119786827
D-410796,0.451017952,-14.73501458,-13.06062587,-1.67438871,1,0.451017952,0.447587034
D-343811,0.325404725,-14.52546021,-14.12879549,-0.39666472,1,0.325404725,0.326634635
D-304278,0.197694006,-14.86457506,-16.68532433,1.82074927,1,0.197694006,0.197720488
D-030928,0.260595638,-15.2644213,-16.22313539,0.958714093,1,0.260595638,0.260013569
D-158221,0.246256295,-14.03735083,-14.92501783,0.887666995,1,0.246256295,0.246068623
D-435642,0.057373914,-13.16645693,-15.42476966,2.258312729,1,0.057373914,0.056042581
D-056559,0.326678424,-13.63638597,-14.87504911,1.238663143,1,0.326678424,0.327124282
D-433754,0.232637782,-16.83525445,-15.14452163,-1.690732828,1,0.232637782,0.244084892
D-298412,0.009915865,-16.11120191,-16.973871,0.862669098,1,0.009915865,0.02588692
D-264874,0.089006131,-15.2379908,-16.87315042,1.63515962,1,0.089006131,0.08910042
D-415323,0.108476593,-13.70166884,-14.35832161,0.656652771,1,0.108476593,0.107710547
D-455232,0.430453895,-14.13081185,-13.57946459,-0.551347259,1,0.430453895,0.431464988
D-049914,0.073581566,-13.20031325,-13.2512612,0.050947942,1,0.073581566,0.071942681
D-333549,0.027692104,-14.42576401,-15.61854768,1.192783671,1,0.027692104,0.022146761
D-377025,0.179819502,-13.09658252,-15.7589591,2.662376583,1,0.179819502,0.179368518
D-231444,0.042452177,-16.62656508,-14.84015884,-1.78640624,1,0.042452177,0.078746607
D-250811,0.257677565,-14.42789383,-14.5346461,0.106752275,1,0.257677565,0.257377768
D-414045,0.273602758,-15.35823857,-13.61244839,-1.745790182,1,0.273602758,0.279540058
D-405670,0.074189487,-13.14975037,-16.94792743,3.798177057,1,0.074189487,0.074647891
D-171729,0.259697867,-15.38941956,-13.00568858,-2.383730977,1,0.259697867,0.243867721
D-384381,0.271406608,-14.79641293,-13.51173851,-1.284674425,1,0.271406608,0.269527854
D-311131,0.113555302,-16.81242844,-14.57382353,-2.238604915,1,0.113555302,0.075564897
D-008977,0.096136751,-13.76355698,-13.04931849,-0.714238495,1,0.096136751,0.108077399
D-267812,0.232116221,-16.13727852,-13.76992226,-2.367356251,1,0.232116221,0.239067969
D-340008,0.118623066,-14.53088523,-15.16000359,0.629118358,1,0.118623066,0.118165843
D-463595,0.39846582,-15.32307686,-13.17985362,-2.14322324,1,0.39846582,0.390703319
D-067941,0.429830376,-15.60555193,-13.14086604,-2.464685884,1,0.429830376,0.427405047
D-046896,0.360699366,-16.01087695,-13.97773237,-2.033144586,1,0.360699366,0.365687472
D-493281,0.183806703,-14.716207,-16.12445293,1.408245927,1,0.183806703,0.184410721
D-132224,0.37875886,-13.26643829,-13.6177317,0.351293407,1,0.37875886,0.379834758
D-487767,0.235763541,-16.69169518,-14.70871443,-1.982980753,1,0.235763541,0.253560796
D-479260,0.35031348,-14.53854577,-13.75338002,-0.785165745,1,0.35031348,0.35070268
D-191041,0.125598073,-13.53360627,-13.28021847,-0.253387796,1,0.125598073,0.120561391
D-370218,0.274006721,-13.63197826,-15.57412486,1.942146598,1,0.274006721,0.27360461
D-373921,0.212442069,-16.48754707,-13.34969017,-3.137856901,1,0.212442069,0.056605917
D-413570,0.289335948,-15.41374601,-13.25840651,-2.155339497,1,0.289335948,0.271216375
D-239664,0.193649135,-14.66313611,-16.37562486,1.712488754,1,0.193649135,0.193978781
D-339225,0.09053019,-13.04798556,-13.6743364,0.626350833,1,0.09053019,0.088423665
D-005446,0.008593027,-15.25647638,-14.46064188,-0.795834501,1,0.008593027,0.035341932
